citation_link,link,method,similarity_link,source,source_case_topic,target,Similarity Type,Similarity Method,Model
False,61997CJ0185-62002CJ0373,Law2Vec-200-WMD,True,61997CJ0185,social policy,62002CJ0373,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61997CJ0185-61993CJ0450,Law2Vec-200-WMD,True,61997CJ0185,social policy,61993CJ0450,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61997CJ0185-61993CJ0060,Law2Vec-200-WMD,True,61997CJ0185,social policy,61993CJ0060,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61997CJ0185-61995CJ0373,Law2Vec-200-WMD,True,61997CJ0185,social policy,61995CJ0373,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61997CJ0185-61996CJ0246,Law2Vec-200-WMD,True,61997CJ0185,social policy,61996CJ0246,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61997CJ0185-61995CJ0320,Law2Vec-200-WMD,True,61997CJ0185,social policy,61995CJ0320,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61997CJ0185-61993CJ0278,Law2Vec-200-WMD,True,61997CJ0185,social policy,61993CJ0278,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61997CJ0185-61999CJ0476,Law2Vec-200-WMD,True,61997CJ0185,social policy,61999CJ0476,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61997CJ0185-61996CJ0262,Law2Vec-200-WMD,True,61997CJ0185,social policy,61996CJ0262,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61997CJ0185-61998CJ0078,Law2Vec-200-WMD,True,61997CJ0185,social policy,61998CJ0078,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61997CJ0185-61986CJ0222,Law2Vec-200-WMD,True,61997CJ0185,social policy,61986CJ0222,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61997CJ0185-61999CJ0262,Law2Vec-200-WMD,True,61997CJ0185,social policy,61999CJ0262,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61984CJ0262-61984CJ0151,Law2Vec-200-WMD,True,61984CJ0262,social policy,61984CJ0151,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61984CJ0262-62011CJ0614,Law2Vec-200-WMD,True,61984CJ0262,social policy,62011CJ0614,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61984CJ0262-61984CJ0152,Law2Vec-200-WMD,True,61984CJ0262,social policy,61984CJ0152,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61984CJ0262-61992CJ0132,Law2Vec-200-WMD,True,61984CJ0262,social policy,61992CJ0132,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61984CJ0262-61995CJ0088,Law2Vec-200-WMD,True,61984CJ0262,social policy,61995CJ0088,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61984CJ0262-61982CJ0165,Law2Vec-200-WMD,True,61984CJ0262,social policy,61982CJ0165,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61984CJ0262-62001CJ0160,Law2Vec-200-WMD,True,61984CJ0262,social policy,62001CJ0160,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61984CJ0262-62000CJ0164,Law2Vec-200-WMD,True,61984CJ0262,social policy,62000CJ0164,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61984CJ0262-61990CJ0272,Law2Vec-200-WMD,True,61984CJ0262,social policy,61990CJ0272,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61984CJ0262-61999CJ0277,Law2Vec-200-WMD,True,61984CJ0262,social policy,61999CJ0277,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61984CJ0262-62013CJ0647,Law2Vec-200-WMD,True,61984CJ0262,social policy,62013CJ0647,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61984CJ0262-62002CJ0092,Law2Vec-200-WMD,True,61984CJ0262,social policy,62002CJ0092,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61984CJ0262-61996CJ0057,Law2Vec-200-WMD,True,61984CJ0262,social policy,61996CJ0057,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61984CJ0262-62007CJ0306,Law2Vec-200-WMD,True,61984CJ0262,social policy,62007CJ0306,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61984CJ0262-61997CJ0125,Law2Vec-200-WMD,True,61984CJ0262,social policy,61997CJ0125,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61984CJ0262-61986CJ0312,Law2Vec-200-WMD,True,61984CJ0262,social policy,61986CJ0312,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61984CJ0262-61992CJ0002,Law2Vec-200-WMD,True,61984CJ0262,social policy,61992CJ0002,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61984CJ0262-61999CJ0350,Law2Vec-200-WMD,True,61984CJ0262,social policy,61999CJ0350,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61984CJ0262-62004CJ0406,Law2Vec-200-WMD,True,61984CJ0262,social policy,62004CJ0406,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61984CJ0262-61999CJ0075,Law2Vec-200-WMD,True,61984CJ0262,social policy,61999CJ0075,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61984CJ0237-61990CJ0198,Law2Vec-200-WMD,True,61984CJ0237,social policy,61990CJ0198,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61984CJ0237-61989CJ0229,Law2Vec-200-WMD,True,61984CJ0237,social policy,61989CJ0229,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61984CJ0237-61988CJ0053,Law2Vec-200-WMD,True,61984CJ0237,social policy,61988CJ0053,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61984CJ0237-62001CJ0140,Law2Vec-200-WMD,True,61984CJ0237,social policy,62001CJ0140,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61984CJ0237-61986CJ0001,Law2Vec-200-WMD,True,61984CJ0237,social policy,61986CJ0001,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61984CJ0237-61990CJ0015,Law2Vec-200-WMD,True,61984CJ0237,social policy,61990CJ0015,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61984CJ0237-61997CJ0211,Law2Vec-200-WMD,True,61984CJ0237,social policy,61997CJ0211,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61984CJ0237-62001CJ0160,Law2Vec-200-WMD,True,61984CJ0237,social policy,62001CJ0160,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61984CJ0237-61997CJ0268,Law2Vec-200-WMD,True,61984CJ0237,social policy,61997CJ0268,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61984CJ0237-61982CJ0283,Law2Vec-200-WMD,True,61984CJ0237,social policy,61982CJ0283,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61984CJ0237-61984CJ0235,Law2Vec-200-WMD,True,61984CJ0237,social policy,61984CJ0235,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61984CJ0237-61986CJ0045,Law2Vec-200-WMD,True,61984CJ0237,social policy,61986CJ0045,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61984CJ0237-61988CO0063,Law2Vec-200-WMD,True,61984CJ0237,social policy,61988CO0063,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61984CJ0237-61984CJ0300,Law2Vec-200-WMD,True,61984CJ0237,social policy,61984CJ0300,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61984CJ0237-61985CJ0227,Law2Vec-200-WMD,True,61984CJ0237,social policy,61985CJ0227,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61984CJ0237-61980CJ0099,Law2Vec-200-WMD,True,61984CJ0237,social policy,61980CJ0099,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61984CJ0237-62000CJ0383,Law2Vec-200-WMD,True,61984CJ0237,social policy,62000CJ0383,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61984CJ0237-61987CJ0226,Law2Vec-200-WMD,True,61984CJ0237,social policy,61987CJ0226,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61984CJ0237-61985CJ0208,Law2Vec-200-WMD,True,61984CJ0237,social policy,61985CJ0208,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61984CJ0237-61995CJ0266,Law2Vec-200-WMD,True,61984CJ0237,social policy,61995CJ0266,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61990CJ0158-61999CJ0297,Law2Vec-200-WMD,True,61990CJ0158,social policy,61999CJ0297,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61990CJ0158-62016CJ0306,Law2Vec-200-WMD,True,61990CJ0158,social policy,62016CJ0306,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61990CJ0158-61999CJ0193,Law2Vec-200-WMD,True,61990CJ0158,social policy,61999CJ0193,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61990CJ0158-61994CJ0235,Law2Vec-200-WMD,True,61990CJ0158,social policy,61994CJ0235,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61990CJ0158-61974CJ0069,Law2Vec-200-WMD,True,61990CJ0158,social policy,61974CJ0069,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61990CJ0158-62009CJ0243,Law2Vec-200-WMD,True,61990CJ0158,social policy,62009CJ0243,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61990CJ0158-62009CJ0124,Law2Vec-200-WMD,True,61990CJ0158,social policy,62009CJ0124,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61990CJ0158-61996CJ0364,Law2Vec-200-WMD,True,61990CJ0158,social policy,61996CJ0364,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61990CJ0158-61992CJ0313,Law2Vec-200-WMD,True,61990CJ0158,social policy,61992CJ0313,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61990CJ0158-62000CJ0002,Law2Vec-200-WMD,True,61990CJ0158,social policy,62000CJ0002,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61990CJ0158-62016CJ0102,Law2Vec-200-WMD,True,61990CJ0158,social policy,62016CJ0102,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61990CJ0158-61991CJ0079,Law2Vec-200-WMD,True,61990CJ0158,social policy,61991CJ0079,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61990CJ0158-62002CJ0151,Law2Vec-200-WMD,True,61990CJ0158,social policy,62002CJ0151,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61990CJ0158-62015CO0325,Law2Vec-200-WMD,True,61990CJ0158,social policy,62015CO0325,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61990CJ0158-61989CJ0169,Law2Vec-200-WMD,True,61990CJ0158,social policy,61989CJ0169,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61990CJ0158-61997CJ0103,Law2Vec-200-WMD,True,61990CJ0158,social policy,61997CJ0103,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61990CJ0158-62013CO0153,Law2Vec-200-WMD,True,61990CJ0158,social policy,62013CO0153,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61990CJ0158-61986CJ0079,Law2Vec-200-WMD,True,61990CJ0158,social policy,61986CJ0079,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61990CJ0158-62014CJ0351,Law2Vec-200-WMD,True,61990CJ0158,social policy,62014CJ0351,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,61990CJ0158-61991CJ0282,Law2Vec-200-WMD,True,61990CJ0158,social policy,61991CJ0282,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62009CO0386-61994CJ0171,Law2Vec-200-WMD,True,62009CO0386,social policy,61994CJ0171,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62009CO0386-62003CJ0383,Law2Vec-200-WMD,True,62009CO0386,social policy,62003CJ0383,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62009CO0386-61996CJ0350,Law2Vec-200-WMD,True,62009CO0386,social policy,61996CJ0350,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62009CO0386-61997CJ0001,Law2Vec-200-WMD,True,62009CO0386,social policy,61997CJ0001,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62009CO0386-62014CJ0465,Law2Vec-200-WMD,True,62009CO0386,social policy,62014CJ0465,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62009CO0386-62009CJ0242,Law2Vec-200-WMD,True,62009CO0386,social policy,62009CJ0242,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62009CO0386-62010CJ0187,Law2Vec-200-WMD,True,62009CO0386,social policy,62010CJ0187,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62009CO0386-62017CJ0437,Law2Vec-200-WMD,True,62009CO0386,social policy,62017CJ0437,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62009CO0386-62002CJ0275,Law2Vec-200-WMD,True,62009CO0386,social policy,62002CJ0275,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62009CO0386-62003CJ0478,Law2Vec-200-WMD,True,62009CO0386,social policy,62003CJ0478,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62009CO0386-61998CJ0404,Law2Vec-200-WMD,True,62009CO0386,social policy,61998CJ0404,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62009CO0386-62015CJ0047,Law2Vec-200-WMD,True,62009CO0386,social policy,62015CJ0047,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62009CO0386-62005CJ0246,Law2Vec-200-WMD,True,62009CO0386,social policy,62005CJ0246,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62009CO0386-62009CJ0324,Law2Vec-200-WMD,True,62009CO0386,social policy,62009CJ0324,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62009CO0386-62005CJ0325,Law2Vec-200-WMD,True,62009CO0386,social policy,62005CJ0325,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62009CO0386-62008CJ0471,Law2Vec-200-WMD,True,62009CO0386,social policy,62008CJ0471,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62009CO0386-62006CJ0506,Law2Vec-200-WMD,True,62009CO0386,social policy,62006CJ0506,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62009CO0386-62016CJ0225,Law2Vec-200-WMD,True,62009CO0386,social policy,62016CJ0225,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62009CO0386-61987CJ0236,Law2Vec-200-WMD,True,62009CO0386,social policy,61987CJ0236,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62009CO0386-62016CJ0618,Law2Vec-200-WMD,True,62009CO0386,social policy,62016CJ0618,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62011CJ0312-62013CJ0356,Law2Vec-200-WMD,True,62011CJ0312,social policy,62013CJ0356,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62011CJ0312-62015CJ0104,Law2Vec-200-WMD,True,62011CJ0312,social policy,62015CJ0104,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62011CJ0312-62016CO0010,Law2Vec-200-WMD,True,62011CJ0312,social policy,62016CO0010,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62011CJ0312-62016CO0027,Law2Vec-200-WMD,True,62011CJ0312,social policy,62016CO0027,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62011CJ0312-62011CJ0065,Law2Vec-200-WMD,True,62011CJ0312,social policy,62011CJ0065,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62011CJ0312-62017CO0344,Law2Vec-200-WMD,True,62011CJ0312,social policy,62017CO0344,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62011CJ0312-62017CO0315,Law2Vec-200-WMD,True,62011CJ0312,social policy,62017CO0315,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62011CJ0312-62013CJ0610,Law2Vec-200-WMD,True,62011CJ0312,social policy,62013CJ0610,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62011CJ0312-62014CO0450,Law2Vec-200-WMD,True,62011CJ0312,social policy,62014CO0450,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62011CJ0312-62017CJ0543,Law2Vec-200-WMD,True,62011CJ0312,social policy,62017CJ0543,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62011CJ0312-62011CJ0122,Law2Vec-200-WMD,True,62011CJ0312,social policy,62011CJ0122,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62011CJ0312-62011CJ0074,Law2Vec-200-WMD,True,62011CJ0312,social policy,62011CJ0074,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62011CJ0312-62013CJ0576,Law2Vec-200-WMD,True,62011CJ0312,social policy,62013CJ0576,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62011CJ0312-62012CJ0596,Law2Vec-200-WMD,True,62011CJ0312,social policy,62012CJ0596,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62011CJ0312-62017CJ0729,Law2Vec-200-WMD,True,62011CJ0312,social policy,62017CJ0729,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62011CJ0312-62011CJ0517,Law2Vec-200-WMD,True,62011CJ0312,social policy,62011CJ0517,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62011CJ0312-62015CO0136,Law2Vec-200-WMD,True,62011CJ0312,social policy,62015CO0136,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62011CJ0312-62011CJ0095,Law2Vec-200-WMD,True,62011CJ0312,social policy,62011CJ0095,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62011CJ0312-62015CO0319,Law2Vec-200-WMD,True,62011CJ0312,social policy,62015CO0319,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62011CJ0312-62016CO0484,Law2Vec-200-WMD,True,62011CJ0312,social policy,62016CO0484,Semantic,Word Mover's Distance,Law2Vec Embeddings
True,62012CO0194-62008CJ0277,Law2Vec-200-WMD,True,62012CO0194,social policy,62008CJ0277,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62012CO0194-62006CJ0350,Law2Vec-200-WMD,True,62012CO0194,social policy,62006CJ0350,Semantic,Word Mover's Distance,Law2Vec Embeddings
True,62012CO0194-62010CJ0214,Law2Vec-200-WMD,True,62012CO0194,social policy,62010CJ0214,Semantic,Word Mover's Distance,Law2Vec Embeddings
True,62012CO0194-62011CJ0078,Law2Vec-200-WMD,True,62012CO0194,social policy,62011CJ0078,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62012CO0194-62015CJ0178,Law2Vec-200-WMD,True,62012CO0194,social policy,62015CJ0178,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62012CO0194-62017CJ0385,Law2Vec-200-WMD,True,62012CO0194,social policy,62017CJ0385,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62012CO0194-62016CJ0684,Law2Vec-200-WMD,True,62012CO0194,social policy,62016CJ0684,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62012CO0194-62014CJ0219,Law2Vec-200-WMD,True,62012CO0194,social policy,62014CJ0219,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62012CO0194-62015CJ0341,Law2Vec-200-WMD,True,62012CO0194,social policy,62015CJ0341,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62012CO0194-62016CJ0214,Law2Vec-200-WMD,True,62012CO0194,social policy,62016CJ0214,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62012CO0194-62005CJ0124,Law2Vec-200-WMD,True,62012CO0194,social policy,62005CJ0124,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62012CO0194-62001CJ0342,Law2Vec-200-WMD,True,62012CO0194,social policy,62001CJ0342,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62012CO0194-62013CJ0118,Law2Vec-200-WMD,True,62012CO0194,social policy,62013CJ0118,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62012CO0194-62005CJ0034,Law2Vec-200-WMD,True,62012CO0194,social policy,62005CJ0034,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62012CO0194-62012CJ0539,Law2Vec-200-WMD,True,62012CO0194,social policy,62012CJ0539,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62012CO0194-62010CJ0282,Law2Vec-200-WMD,True,62012CO0194,social policy,62010CJ0282,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62012CO0194-62012CO0415,Law2Vec-200-WMD,True,62012CO0194,social policy,62012CO0415,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62012CO0194-62008CJ0116,Law2Vec-200-WMD,True,62012CO0194,social policy,62008CJ0116,Semantic,Word Mover's Distance,Law2Vec Embeddings
True,62012CO0194-62010CJ0337,Law2Vec-200-WMD,True,62012CO0194,social policy,62010CJ0337,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62012CO0194-62006CJ0116,Law2Vec-200-WMD,True,62012CO0194,social policy,62006CJ0116,Semantic,Word Mover's Distance,Law2Vec Embeddings
True,62000CJ0440-62001CJ0349,Law2Vec-200-WMD,True,62000CJ0440,social policy,62001CJ0349,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62000CJ0440-61991CJ0209,Law2Vec-200-WMD,True,62000CJ0440,social policy,61991CJ0209,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62000CJ0440-62002CJ0400,Law2Vec-200-WMD,True,62000CJ0440,social policy,62002CJ0400,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62000CJ0440-61999CJ0235,Law2Vec-200-WMD,True,62000CJ0440,social policy,61999CJ0235,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62000CJ0440-62000CJ0164,Law2Vec-200-WMD,True,62000CJ0440,social policy,62000CJ0164,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62000CJ0440-61986CJ0287,Law2Vec-200-WMD,True,62000CJ0440,social policy,61986CJ0287,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62000CJ0440-61995CJ0059,Law2Vec-200-WMD,True,62000CJ0440,social policy,61995CJ0059,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62000CJ0440-62008CJ0019,Law2Vec-200-WMD,True,62000CJ0440,social policy,62008CJ0019,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62000CJ0440-61999CJ0063,Law2Vec-200-WMD,True,62000CJ0440,social policy,61999CJ0063,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62000CJ0440-62001CJ0109,Law2Vec-200-WMD,True,62000CJ0440,social policy,62001CJ0109,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62000CJ0440-62001CJ0156,Law2Vec-200-WMD,True,62000CJ0440,social policy,62001CJ0156,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62000CJ0440-61996CJ0113,Law2Vec-200-WMD,True,62000CJ0440,social policy,61996CJ0113,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62000CJ0440-61982CJ0320,Law2Vec-200-WMD,True,62000CJ0440,social policy,61982CJ0320,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62000CJ0440-61991CJ0132,Law2Vec-200-WMD,True,62000CJ0440,social policy,61991CJ0132,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62000CJ0440-61998CJ0302,Law2Vec-200-WMD,True,62000CJ0440,social policy,61998CJ0302,Semantic,Word Mover's Distance,Law2Vec Embeddings
True,62000CJ0440-61999CJ0062,Law2Vec-200-WMD,True,62000CJ0440,social policy,61999CJ0062,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62000CJ0440-61973CJ0191,Law2Vec-200-WMD,True,62000CJ0440,social policy,61973CJ0191,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62000CJ0440-61989CJ0251,Law2Vec-200-WMD,True,62000CJ0440,social policy,61989CJ0251,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62000CJ0440-61993CJ0482,Law2Vec-200-WMD,True,62000CJ0440,social policy,61993CJ0482,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62000CJ0440-61983CJ0180,Law2Vec-200-WMD,True,62000CJ0440,social policy,61983CJ0180,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62006CJ0246-62013CJ0265,Law2Vec-200-WMD,True,62006CJ0246,social policy,62013CJ0265,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62006CJ0246-62007CJ0188,Law2Vec-200-WMD,True,62006CJ0246,social policy,62007CJ0188,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62006CJ0246-62008CJ0044,Law2Vec-200-WMD,True,62006CJ0246,social policy,62008CJ0044,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62006CJ0246-62008CJ0323,Law2Vec-200-WMD,True,62006CJ0246,social policy,62008CJ0323,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62006CJ0246-62011CJ0152,Law2Vec-200-WMD,True,62006CJ0246,social policy,62011CJ0152,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62006CJ0246-62010CJ0108,Law2Vec-200-WMD,True,62006CJ0246,social policy,62010CJ0108,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62006CJ0246-62009CJ0463,Law2Vec-200-WMD,True,62006CJ0246,social policy,62009CJ0463,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62006CJ0246-62004CJ0344,Law2Vec-200-WMD,True,62006CJ0246,social policy,62004CJ0344,Semantic,Word Mover's Distance,Law2Vec Embeddings
True,62006CJ0246-62003CJ0520,Law2Vec-200-WMD,True,62006CJ0246,social policy,62003CJ0520,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62006CJ0246-62006CJ0498,Law2Vec-200-WMD,True,62006CJ0246,social policy,62006CJ0498,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62006CJ0246-62014CJ0132,Law2Vec-200-WMD,True,62006CJ0246,social policy,62014CJ0132,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62006CJ0246-62003CO0085,Law2Vec-200-WMD,True,62006CJ0246,social policy,62003CO0085,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62006CJ0246-62000CJ0465,Law2Vec-200-WMD,True,62006CJ0246,social policy,62000CJ0465,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62006CJ0246-62005CJ0270,Law2Vec-200-WMD,True,62006CJ0246,social policy,62005CJ0270,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62006CJ0246-62004CJ0294,Law2Vec-200-WMD,True,62006CJ0246,social policy,62004CJ0294,Semantic,Word Mover's Distance,Law2Vec Embeddings
True,62006CJ0246-62005CO0177,Law2Vec-200-WMD,True,62006CJ0246,social policy,62005CO0177,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62006CJ0246-62003CJ0306,Law2Vec-200-WMD,True,62006CJ0246,social policy,62003CJ0306,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62006CJ0246-62013CJ0562,Law2Vec-200-WMD,True,62006CJ0246,social policy,62013CJ0562,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62006CJ0246-62002CJ0416,Law2Vec-200-WMD,True,62006CJ0246,social policy,62002CJ0416,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62006CJ0246-62010CJ0618,Law2Vec-200-WMD,True,62006CJ0246,social policy,62010CJ0618,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62017CJ0068-62016CJ0414,Law2Vec-200-WMD,True,62017CJ0068,social policy,62016CJ0414,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62017CJ0068-62003CJ0267,Law2Vec-200-WMD,True,62017CJ0068,social policy,62003CJ0267,Semantic,Word Mover's Distance,Law2Vec Embeddings
False,62017CJ0068-62015CJ0528,Law2Vec-200-WMD,True,62017CJ0068,social policy,62015CJ0528,Semantic,Word Mover's Distance,Law2Vec Embeddings
