,source,target,method,citation_link,source_case_topic,link,Similarity Type,Similarity Method,Model
4181,62008CJ0028,62011CJ0514,GoogleNews-300-WMD,False,data protection,62008CJ002862011CJ0514,Semantic,Word Mover's Distance,GoogleNews Embeddings
4182,62008CJ0028,62004CJ0354,GoogleNews-300-WMD,False,data protection,62008CJ002862004CJ0354,Semantic,Word Mover's Distance,GoogleNews Embeddings
4183,62008CJ0028,62009CJ0548,GoogleNews-300-WMD,False,data protection,62008CJ002862009CJ0548,Semantic,Word Mover's Distance,GoogleNews Embeddings
4184,62008CJ0028,62015CJ0331,GoogleNews-300-WMD,False,data protection,62008CJ002862015CJ0331,Semantic,Word Mover's Distance,GoogleNews Embeddings
4185,62007CO0364,62004CJ0212,tfidf-quintgram-nostem,True,social policy,62007CO036462004CJ0212,Syntactic,Index,TF-IDF Quintgrams
4186,62007CO0364,62008CO0519,tfidf-quintgram-nostem,True,social policy,62007CO036462008CO0519,Syntactic,Index,TF-IDF Quintgrams
4187,62007CO0364,62010CO0273,tfidf-quintgram-nostem,False,social policy,62007CO036462010CO0273,Syntactic,Index,TF-IDF Quintgrams
4188,62007CO0364,62008CO0162,tfidf-quintgram-nostem,False,social policy,62007CO036462008CO0162,Syntactic,Index,TF-IDF Quintgrams
4189,62007CO0364,62011CO0556,tfidf-quintgram-nostem,False,social policy,62007CO036462011CO0556,Syntactic,Index,TF-IDF Quintgrams
4190,62007CO0364,62008CO0519,tfidf-nostem,True,social policy,62007CO036462008CO0519,Syntactic,Index,TF-IDF
4191,62007CO0364,62008CO0162,tfidf-nostem,False,social policy,62007CO036462008CO0162,Syntactic,Index,TF-IDF
4192,62007CO0364,62010CO0003,tfidf-nostem,True,social policy,62007CO036462010CO0003,Syntactic,Index,TF-IDF
4193,62007CO0364,62004CJ0212,tfidf-nostem,True,social policy,62007CO036462004CJ0212,Syntactic,Index,TF-IDF
4194,62007CO0364,62007CJ0378,tfidf-nostem,True,social policy,62007CO036462007CJ0378,Syntactic,Index,TF-IDF
4195,62007CO0364,62008CJ0564,law2vec_200,False,social policy,62007CO036462008CJ0564,Semantic,Cosine Similarity,Law2Vec Embeddings
4196,62007CO0364,62008CJ0232,law2vec_200,False,social policy,62007CO036462008CJ0232,Semantic,Cosine Similarity,Law2Vec Embeddings
4197,62007CO0364,62009CJ0320,law2vec_200,False,social policy,62007CO036462009CJ0320,Semantic,Cosine Similarity,Law2Vec Embeddings
4198,62007CO0364,62009CJ0544,law2vec_200,False,social policy,62007CO036462009CJ0544,Semantic,Cosine Similarity,Law2Vec Embeddings
4199,62007CO0364,62008CJ0327,law2vec_200,False,social policy,62007CO036462008CJ0327,Semantic,Cosine Similarity,Law2Vec Embeddings
4200,62007CO0364,62008CO0519,jaccard,True,social policy,62007CO036462008CO0519,Syntactic,Index,Jaccard Distance
4201,62007CO0364,62008CO0162,jaccard,False,social policy,62007CO036462008CO0162,Syntactic,Index,Jaccard Distance
4202,62007CO0364,62010CO0003,jaccard,True,social policy,62007CO036462010CO0003,Syntactic,Index,Jaccard Distance
4203,62007CO0364,62010CO0272,jaccard,True,social policy,62007CO036462010CO0272,Syntactic,Index,Jaccard Distance
4204,62007CO0364,62010CO0020,jaccard,True,social policy,62007CO036462010CO0020,Syntactic,Index,Jaccard Distance
4205,62007CO0364,62007CO0440,doc2vec_256_e30,False,social policy,62007CO036462007CO0440,Semantic,Cosine Similarity,Doc2Vec Embeddings
4206,62007CO0364,62008CO0519,doc2vec_256_e30,True,social policy,62007CO036462008CO0519,Semantic,Cosine Similarity,Doc2Vec Embeddings
4207,62007CO0364,62008CJ0564,doc2vec_256_e30,False,social policy,62007CO036462008CJ0564,Semantic,Cosine Similarity,Doc2Vec Embeddings
4208,62007CO0364,62008CO0162,doc2vec_256_e30,False,social policy,62007CO036462008CO0162,Semantic,Cosine Similarity,Doc2Vec Embeddings
4209,62007CO0364,62007CJ0081,doc2vec_256_e30,False,social policy,62007CO036462007CJ0081,Semantic,Cosine Similarity,Doc2Vec Embeddings
4210,62007CO0364,62008CO0519,WMD_256_e30,True,social policy,62007CO036462008CO0519,Semantic,Word Mover's Distance,Doc2Vec Embeddings
4211,62007CO0364,62008CO0162,WMD_256_e30,False,social policy,62007CO036462008CO0162,Semantic,Word Mover's Distance,Doc2Vec Embeddings
4212,62007CO0364,62010CO0003,WMD_256_e30,True,social policy,62007CO036462010CO0003,Semantic,Word Mover's Distance,Doc2Vec Embeddings
4213,62007CO0364,62010CO0020,WMD_256_e30,True,social policy,62007CO036462010CO0020,Semantic,Word Mover's Distance,Doc2Vec Embeddings
4214,62007CO0364,62007CO0128,WMD_256_e30,False,social policy,62007CO036462007CO0128,Semantic,Word Mover's Distance,Doc2Vec Embeddings
4215,62007CO0364,62008CO0519,Law2Vec-200-WMD,True,social policy,62007CO036462008CO0519,Semantic,Word Mover's Distance,Law2Vec Embeddings
4216,62007CO0364,62008CO0162,Law2Vec-200-WMD,False,social policy,62007CO036462008CO0162,Semantic,Word Mover's Distance,Law2Vec Embeddings
4217,62007CO0364,62007CJ0378,Law2Vec-200-WMD,True,social policy,62007CO036462007CJ0378,Semantic,Word Mover's Distance,Law2Vec Embeddings
4218,62007CO0364,62004CJ0212,Law2Vec-200-WMD,True,social policy,62007CO036462004CJ0212,Semantic,Word Mover's Distance,Law2Vec Embeddings
4219,62007CO0364,62010CO0003,Law2Vec-200-WMD,True,social policy,62007CO036462010CO0003,Semantic,Word Mover's Distance,Law2Vec Embeddings
4220,62007CO0364,62008CJ0564,GoogleNews_300,False,social policy,62007CO036462008CJ0564,Semantic,Cosine Similarity,GoogleNews Embeddings
4221,62007CO0364,62009CJ0320,GoogleNews_300,False,social policy,62007CO036462009CJ0320,Semantic,Cosine Similarity,GoogleNews Embeddings
4222,62007CO0364,62009CO0350,GoogleNews_300,False,social policy,62007CO036462009CO0350,Semantic,Cosine Similarity,GoogleNews Embeddings
4223,62007CO0364,62007CJ0331,GoogleNews_300,False,social policy,62007CO036462007CJ0331,Semantic,Cosine Similarity,GoogleNews Embeddings
4224,62007CO0364,62009CJ0544,GoogleNews_300,False,social policy,62007CO036462009CJ0544,Semantic,Cosine Similarity,GoogleNews Embeddings
4225,62007CO0364,62008CO0519,GoogleNews-300-WMD,True,social policy,62007CO036462008CO0519,Semantic,Word Mover's Distance,GoogleNews Embeddings
4226,62007CO0364,62008CO0162,GoogleNews-300-WMD,False,social policy,62007CO036462008CO0162,Semantic,Word Mover's Distance,GoogleNews Embeddings
4227,62007CO0364,62007CJ0378,GoogleNews-300-WMD,True,social policy,62007CO036462007CJ0378,Semantic,Word Mover's Distance,GoogleNews Embeddings
4228,62007CO0364,62013CJ0022,GoogleNews-300-WMD,False,social policy,62007CO036462013CJ0022,Semantic,Word Mover's Distance,GoogleNews Embeddings
4229,62007CO0364,62004CJ0212,GoogleNews-300-WMD,True,social policy,62007CO036462004CJ0212,Semantic,Word Mover's Distance,GoogleNews Embeddings
4230,62007CO0073,61995CO0181,tfidf-quintgram-nostem,False,data protection,62007CO007361995CO0181,Syntactic,Index,TF-IDF Quintgrams
4231,62007CO0073,61964CO0006,tfidf-quintgram-nostem,True,data protection,62007CO007361964CO0006,Syntactic,Index,TF-IDF Quintgrams
4232,62007CO0073,62004CO0318,tfidf-quintgram-nostem,True,data protection,62007CO007362004CO0318,Syntactic,Index,TF-IDF Quintgrams
4233,62007CO0073,62004CO0317,tfidf-quintgram-nostem,True,data protection,62007CO007362004CO0317,Syntactic,Index,TF-IDF Quintgrams
4234,62007CO0073,62007CJ0518,tfidf-quintgram-nostem,False,data protection,62007CO007362007CJ0518,Syntactic,Index,TF-IDF Quintgrams
4235,62007CO0073,62004CO0318,tfidf-nostem,True,data protection,62007CO007362004CO0318,Syntactic,Index,TF-IDF
4236,62007CO0073,62004CO0317,tfidf-nostem,True,data protection,62007CO007362004CO0317,Syntactic,Index,TF-IDF
4237,62007CO0073,62012CJ0288,tfidf-nostem,False,data protection,62007CO007362012CJ0288,Syntactic,Index,TF-IDF
4238,62007CO0073,61995CO0181,tfidf-nostem,False,data protection,62007CO007361995CO0181,Syntactic,Index,TF-IDF
4239,62007CO0073,62007CJ0073,tfidf-nostem,False,data protection,62007CO007362007CJ0073,Syntactic,Index,TF-IDF
4240,62007CO0073,62006CO0503,law2vec_200,False,data protection,62007CO007362006CO0503,Semantic,Cosine Similarity,Law2Vec Embeddings
4241,62007CO0073,62005CO0093,law2vec_200,False,data protection,62007CO007362005CO0093,Semantic,Cosine Similarity,Law2Vec Embeddings
4242,62007CO0073,62005CO0340,law2vec_200,False,data protection,62007CO007362005CO0340,Semantic,Cosine Similarity,Law2Vec Embeddings
4243,62007CO0073,62006CJ0141,law2vec_200,False,data protection,62007CO007362006CJ0141,Semantic,Cosine Similarity,Law2Vec Embeddings
4244,62007CO0073,62008CO0038,law2vec_200,False,data protection,62007CO007362008CO0038,Semantic,Cosine Similarity,Law2Vec Embeddings
4245,62007CO0073,61995CO0181,jaccard,False,data protection,62007CO007361995CO0181,Syntactic,Index,Jaccard Distance
4246,62007CO0073,62004CO0317,jaccard,True,data protection,62007CO007362004CO0317,Syntactic,Index,Jaccard Distance
4247,62007CO0073,62004CO0318,jaccard,True,data protection,62007CO007362004CO0318,Syntactic,Index,Jaccard Distance
4248,62007CO0073,62007CO0464,jaccard,False,data protection,62007CO007362007CO0464,Syntactic,Index,Jaccard Distance
4249,62007CO0073,62007CO0463,jaccard,False,data protection,62007CO007362007CO0463,Syntactic,Index,Jaccard Distance
4250,62007CO0073,62009CJ0019,doc2vec_256_e30,False,data protection,62007CO007362009CJ0019,Semantic,Cosine Similarity,Doc2Vec Embeddings
4251,62007CO0073,62012CJ0337,doc2vec_256_e30,False,data protection,62007CO007362012CJ0337,Semantic,Cosine Similarity,Doc2Vec Embeddings
4252,62007CO0073,62007CJ0337,doc2vec_256_e30,False,data protection,62007CO007362007CJ0337,Semantic,Cosine Similarity,Doc2Vec Embeddings
4253,62007CO0073,62008CJ0205,doc2vec_256_e30,False,data protection,62007CO007362008CJ0205,Semantic,Cosine Similarity,Doc2Vec Embeddings
4254,62007CO0073,62004CJ0356,doc2vec_256_e30,False,data protection,62007CO007362004CJ0356,Semantic,Cosine Similarity,Doc2Vec Embeddings
4255,62007CO0073,62011CO0002,WMD_256_e30,False,data protection,62007CO007362011CO0002,Semantic,Word Mover's Distance,Doc2Vec Embeddings
4256,62007CO0073,62006CJ0331,WMD_256_e30,False,data protection,62007CO007362006CJ0331,Semantic,Word Mover's Distance,Doc2Vec Embeddings
4257,62007CO0073,62006CJ0267,WMD_256_e30,False,data protection,62007CO007362006CJ0267,Semantic,Word Mover's Distance,Doc2Vec Embeddings
4258,62007CO0073,62003CJ0136,WMD_256_e30,False,data protection,62007CO007362003CJ0136,Semantic,Word Mover's Distance,Doc2Vec Embeddings
4259,62007CO0073,62008CJ0371,WMD_256_e30,False,data protection,62007CO007362008CJ0371,Semantic,Word Mover's Distance,Doc2Vec Embeddings
4260,62007CO0073,61986CJ0088,Law2Vec-200-WMD,False,data protection,62007CO007361986CJ0088,Semantic,Word Mover's Distance,Law2Vec Embeddings
4261,62007CO0073,62011CO0002,Law2Vec-200-WMD,False,data protection,62007CO007362011CO0002,Semantic,Word Mover's Distance,Law2Vec Embeddings
4262,62007CO0073,62004CO0318,Law2Vec-200-WMD,True,data protection,62007CO007362004CO0318,Semantic,Word Mover's Distance,Law2Vec Embeddings
4263,62007CO0073,62004CJ0168,Law2Vec-200-WMD,False,data protection,62007CO007362004CJ0168,Semantic,Word Mover's Distance,Law2Vec Embeddings
4264,62007CO0073,62004CO0317,Law2Vec-200-WMD,True,data protection,62007CO007362004CO0317,Semantic,Word Mover's Distance,Law2Vec Embeddings
4265,62007CO0073,62008CO0038,GoogleNews_300,False,data protection,62007CO007362008CO0038,Semantic,Cosine Similarity,GoogleNews Embeddings
4266,62007CO0073,62006CO0503,GoogleNews_300,False,data protection,62007CO007362006CO0503,Semantic,Cosine Similarity,GoogleNews Embeddings
4267,62007CO0073,62005CO0340,GoogleNews_300,False,data protection,62007CO007362005CO0340,Semantic,Cosine Similarity,GoogleNews Embeddings
4268,62007CO0073,62007CJ0066,GoogleNews_300,False,data protection,62007CO007362007CJ0066,Semantic,Cosine Similarity,GoogleNews Embeddings
4269,62007CO0073,62006CJ0141,GoogleNews_300,False,data protection,62007CO007362006CJ0141,Semantic,Cosine Similarity,GoogleNews Embeddings
4270,62007CO0073,62004CO0318,GoogleNews-300-WMD,True,data protection,62007CO007362004CO0318,Semantic,Word Mover's Distance,GoogleNews Embeddings
4271,62007CO0073,62011CO0002,GoogleNews-300-WMD,False,data protection,62007CO007362011CO0002,Semantic,Word Mover's Distance,GoogleNews Embeddings
4272,62007CO0073,62004CO0317,GoogleNews-300-WMD,True,data protection,62007CO007362004CO0317,Semantic,Word Mover's Distance,GoogleNews Embeddings
4273,62007CO0073,62015CJ0187,GoogleNews-300-WMD,False,data protection,62007CO007362015CJ0187,Semantic,Word Mover's Distance,GoogleNews Embeddings
4274,62007CO0073,61997CJ0047,GoogleNews-300-WMD,False,data protection,62007CO007361997CJ0047,Semantic,Word Mover's Distance,GoogleNews Embeddings
4275,62007CJ0396,62007CJ0561,tfidf-quintgram-nostem,False,social policy,62007CJ039662007CJ0561,Syntactic,Index,TF-IDF Quintgrams
4276,62007CJ0396,61991CJ0209,tfidf-quintgram-nostem,False,social policy,62007CJ039661991CJ0209,Syntactic,Index,TF-IDF Quintgrams
4277,62007CJ0396,62013CJ0328,tfidf-quintgram-nostem,True,social policy,62007CJ039662013CJ0328,Syntactic,Index,TF-IDF Quintgrams
4278,62007CJ0396,62002CJ0425,tfidf-quintgram-nostem,False,social policy,62007CJ039662002CJ0425,Syntactic,Index,TF-IDF Quintgrams
4279,62007CJ0396,62001CJ0004,tfidf-quintgram-nostem,False,social policy,62007CJ039662001CJ0004,Syntactic,Index,TF-IDF Quintgrams
4280,62007CJ0396,62002CJ0425,tfidf-nostem,False,social policy,62007CJ039662002CJ0425,Syntactic,Index,TF-IDF
4281,62007CJ0396,61991CJ0132,tfidf-nostem,False,social policy,62007CJ039661991CJ0132,Syntactic,Index,TF-IDF
4282,62007CJ0396,62015CJ0680,tfidf-nostem,False,social policy,62007CJ039662015CJ0680,Syntactic,Index,TF-IDF
4283,62007CJ0396,62004CJ0499,tfidf-nostem,False,social policy,62007CJ039662004CJ0499,Syntactic,Index,TF-IDF
4284,62007CJ0396,62015CJ0336,tfidf-nostem,False,social policy,62007CJ039662015CJ0336,Syntactic,Index,TF-IDF
4285,62007CJ0396,62008CJ0019,law2vec_200,False,social policy,62007CJ039662008CJ0019,Semantic,Cosine Similarity,Law2Vec Embeddings
4286,62007CJ0396,62004CJ0170,law2vec_200,False,social policy,62007CJ039662004CJ0170,Semantic,Cosine Similarity,Law2Vec Embeddings
4287,62007CJ0396,62003CJ0451,law2vec_200,False,social policy,62007CJ039662003CJ0451,Semantic,Cosine Similarity,Law2Vec Embeddings
4288,62007CJ0396,62004CJ0503,law2vec_200,False,social policy,62007CJ039662004CJ0503,Semantic,Cosine Similarity,Law2Vec Embeddings
4289,62007CJ0396,62009CJ0209,law2vec_200,False,social policy,62007CJ039662009CJ0209,Semantic,Cosine Similarity,Law2Vec Embeddings
4290,62007CJ0396,62009CJ0242,jaccard,False,social policy,62007CJ039662009CJ0242,Syntactic,Index,Jaccard Distance
4291,62007CJ0396,62004CJ0499,jaccard,False,social policy,62007CJ039662004CJ0499,Syntactic,Index,Jaccard Distance
4292,62007CJ0396,61994CJ0305,jaccard,False,social policy,62007CJ039661994CJ0305,Syntactic,Index,Jaccard Distance
4293,62007CJ0396,62009CO0386,jaccard,False,social policy,62007CJ039662009CO0386,Syntactic,Index,Jaccard Distance
4294,62007CJ0396,62002CJ0425,jaccard,False,social policy,62007CJ039662002CJ0425,Syntactic,Index,Jaccard Distance
4295,62007CJ0396,62010CJ0115,doc2vec_256_e30,False,social policy,62007CJ039662010CJ0115,Semantic,Cosine Similarity,Doc2Vec Embeddings
4296,62007CJ0396,62007CJ0054,doc2vec_256_e30,False,social policy,62007CJ039662007CJ0054,Semantic,Cosine Similarity,Doc2Vec Embeddings
4297,62007CJ0396,62003CJ0215,doc2vec_256_e30,False,social policy,62007CJ039662003CJ0215,Semantic,Cosine Similarity,Doc2Vec Embeddings
4298,62007CJ0396,62004CJ0453,doc2vec_256_e30,False,social policy,62007CJ039662004CJ0453,Semantic,Cosine Similarity,Doc2Vec Embeddings
4299,62007CJ0396,62002CJ0036,doc2vec_256_e30,False,social policy,62007CJ039662002CJ0036,Semantic,Cosine Similarity,Doc2Vec Embeddings
4300,62007CJ0396,62005CJ0411,WMD_256_e30,False,social policy,62007CJ039662005CJ0411,Semantic,Word Mover's Distance,Doc2Vec Embeddings
4301,62007CJ0396,62009CJ0045,WMD_256_e30,False,social policy,62007CJ039662009CJ0045,Semantic,Word Mover's Distance,Doc2Vec Embeddings
4302,62007CJ0396,62010CJ0030,WMD_256_e30,False,social policy,62007CJ039662010CJ0030,Semantic,Word Mover's Distance,Doc2Vec Embeddings
4303,62007CJ0396,62008CJ0405,WMD_256_e30,False,social policy,62007CJ039662008CJ0405,Semantic,Word Mover's Distance,Doc2Vec Embeddings
4304,62007CJ0396,62002CJ0341,WMD_256_e30,False,social policy,62007CJ039662002CJ0341,Semantic,Word Mover's Distance,Doc2Vec Embeddings
4305,62007CJ0396,61999CJ0277,Law2Vec-200-WMD,False,social policy,62007CJ039661999CJ0277,Semantic,Word Mover's Distance,Law2Vec Embeddings
4306,62007CJ0396,62011CJ0141,Law2Vec-200-WMD,False,social policy,62007CJ039662011CJ0141,Semantic,Word Mover's Distance,Law2Vec Embeddings
4307,62007CJ0396,62002CJ0372,Law2Vec-200-WMD,False,social policy,62007CJ039662002CJ0372,Semantic,Word Mover's Distance,Law2Vec Embeddings
4308,62007CJ0396,62007CJ0306,Law2Vec-200-WMD,False,social policy,62007CJ039662007CJ0306,Semantic,Word Mover's Distance,Law2Vec Embeddings
4309,62007CJ0396,62017CJ0046,Law2Vec-200-WMD,False,social policy,62007CJ039662017CJ0046,Semantic,Word Mover's Distance,Law2Vec Embeddings
4310,62007CJ0396,62008CJ0019,GoogleNews_300,False,social policy,62007CJ039662008CJ0019,Semantic,Cosine Similarity,GoogleNews Embeddings
4311,62007CJ0396,62004CJ0094,GoogleNews_300,False,social policy,62007CJ039662004CJ0094,Semantic,Cosine Similarity,GoogleNews Embeddings
4312,62007CJ0396,62008CJ0205,GoogleNews_300,False,social policy,62007CJ039662008CJ0205,Semantic,Cosine Similarity,GoogleNews Embeddings
4313,62007CJ0396,62011CO0573,GoogleNews_300,False,social policy,62007CJ039662011CO0573,Semantic,Cosine Similarity,GoogleNews Embeddings
4314,62007CJ0396,62005CJ0001,GoogleNews_300,False,social policy,62007CJ039662005CJ0001,Semantic,Cosine Similarity,GoogleNews Embeddings
4315,62007CJ0396,62011CJ0141,GoogleNews-300-WMD,False,social policy,62007CJ039662011CJ0141,Semantic,Word Mover's Distance,GoogleNews Embeddings
4316,62007CJ0396,61999CJ0277,GoogleNews-300-WMD,False,social policy,62007CJ039661999CJ0277,Semantic,Word Mover's Distance,GoogleNews Embeddings
4317,62007CJ0396,62017CJ0046,GoogleNews-300-WMD,False,social policy,62007CJ039662017CJ0046,Semantic,Word Mover's Distance,GoogleNews Embeddings
4318,62007CJ0396,62009CJ0045,GoogleNews-300-WMD,False,social policy,62007CJ039662009CJ0045,Semantic,Word Mover's Distance,GoogleNews Embeddings
4319,62007CJ0396,62015CJ0454,GoogleNews-300-WMD,False,social policy,62007CJ039662015CJ0454,Semantic,Word Mover's Distance,GoogleNews Embeddings
4320,62007CJ0378,62008CO0162,tfidf-quintgram-nostem,True,social policy,62007CJ037862008CO0162,Syntactic,Index,TF-IDF Quintgrams
4321,62007CJ0378,62004CJ0212,tfidf-quintgram-nostem,True,social policy,62007CJ037862004CJ0212,Syntactic,Index,TF-IDF Quintgrams
4322,62007CJ0378,62008CO0519,tfidf-quintgram-nostem,True,social policy,62007CJ037862008CO0519,Syntactic,Index,TF-IDF Quintgrams
4323,62007CJ0378,62013CJ0362,tfidf-quintgram-nostem,True,social policy,62007CJ037862013CJ0362,Syntactic,Index,TF-IDF Quintgrams
4324,62007CJ0378,62004CJ0053,tfidf-quintgram-nostem,True,social policy,62007CJ037862004CJ0053,Syntactic,Index,TF-IDF Quintgrams
4325,62007CJ0378,62008CO0162,tfidf-nostem,True,social policy,62007CJ037862008CO0162,Syntactic,Index,TF-IDF
4326,62007CJ0378,62004CJ0212,tfidf-nostem,True,social policy,62007CJ037862004CJ0212,Syntactic,Index,TF-IDF
4327,62007CJ0378,62008CO0519,tfidf-nostem,True,social policy,62007CJ037862008CO0519,Syntactic,Index,TF-IDF
4328,62007CJ0378,62013CJ0362,tfidf-nostem,True,social policy,62007CJ037862013CJ0362,Syntactic,Index,TF-IDF
4329,62007CJ0378,62011CJ0251,tfidf-nostem,True,social policy,62007CJ037862011CJ0251,Syntactic,Index,TF-IDF
4330,62007CJ0378,62006CJ0016,law2vec_200,False,social policy,62007CJ037862006CJ0016,Semantic,Cosine Similarity,Law2Vec Embeddings
4331,62007CJ0378,62003CJ0459,law2vec_200,False,social policy,62007CJ037862003CJ0459,Semantic,Cosine Similarity,Law2Vec Embeddings
4332,62007CJ0378,62004CJ0222,law2vec_200,False,social policy,62007CJ037862004CJ0222,Semantic,Cosine Similarity,Law2Vec Embeddings
4333,62007CJ0378,62001CJ0164,law2vec_200,False,social policy,62007CJ037862001CJ0164,Semantic,Cosine Similarity,Law2Vec Embeddings
4334,62007CJ0378,62006CJ0279,law2vec_200,False,social policy,62007CJ037862006CJ0279,Semantic,Cosine Similarity,Law2Vec Embeddings
4335,62007CJ0378,62004CJ0212,jaccard,True,social policy,62007CJ037862004CJ0212,Syntactic,Index,Jaccard Distance
4336,62007CJ0378,62006CJ0268,jaccard,True,social policy,62007CJ037862006CJ0268,Syntactic,Index,Jaccard Distance
4337,62007CJ0378,62013CJ0362,jaccard,True,social policy,62007CJ037862013CJ0362,Syntactic,Index,Jaccard Distance
4338,62007CJ0378,62009CJ0109,jaccard,True,social policy,62007CJ037862009CJ0109,Syntactic,Index,Jaccard Distance
4339,62007CJ0378,62013CJ0022,jaccard,False,social policy,62007CJ037862013CJ0022,Syntactic,Index,Jaccard Distance
4340,62007CJ0378,62008CJ0192,doc2vec_256_e30,False,social policy,62007CJ037862008CJ0192,Semantic,Cosine Similarity,Doc2Vec Embeddings
4341,62007CJ0378,62000CJ0087,doc2vec_256_e30,False,social policy,62007CJ037862000CJ0087,Semantic,Cosine Similarity,Doc2Vec Embeddings
4342,62007CJ0378,62009CJ0098,doc2vec_256_e30,True,social policy,62007CJ037862009CJ0098,Semantic,Cosine Similarity,Doc2Vec Embeddings
4343,62007CJ0378,62008CJ0185,doc2vec_256_e30,False,social policy,62007CJ037862008CJ0185,Semantic,Cosine Similarity,Doc2Vec Embeddings
4344,62007CJ0378,62009CJ0250,doc2vec_256_e30,False,social policy,62007CJ037862009CJ0250,Semantic,Cosine Similarity,Doc2Vec Embeddings
4345,62007CJ0378,62004CJ0212,WMD_256_e30,True,social policy,62007CJ037862004CJ0212,Semantic,Word Mover's Distance,Doc2Vec Embeddings
4346,62007CJ0378,62009CJ0109,WMD_256_e30,True,social policy,62007CJ037862009CJ0109,Semantic,Word Mover's Distance,Doc2Vec Embeddings
4347,62007CJ0378,62006CJ0268,WMD_256_e30,True,social policy,62007CJ037862006CJ0268,Semantic,Word Mover's Distance,Doc2Vec Embeddings
4348,62007CJ0378,62009CJ0098,WMD_256_e30,True,social policy,62007CJ037862009CJ0098,Semantic,Word Mover's Distance,Doc2Vec Embeddings
4349,62007CJ0378,62004CJ0053,WMD_256_e30,True,social policy,62007CJ037862004CJ0053,Semantic,Word Mover's Distance,Doc2Vec Embeddings
4350,62007CJ0378,62004CJ0212,Law2Vec-200-WMD,True,social policy,62007CJ037862004CJ0212,Semantic,Word Mover's Distance,Law2Vec Embeddings
4351,62007CJ0378,62009CJ0109,Law2Vec-200-WMD,True,social policy,62007CJ037862009CJ0109,Semantic,Word Mover's Distance,Law2Vec Embeddings
4352,62007CJ0378,62010CJ0586,Law2Vec-200-WMD,True,social policy,62007CJ037862010CJ0586,Semantic,Word Mover's Distance,Law2Vec Embeddings
4353,62007CJ0378,62011CJ0251,Law2Vec-200-WMD,True,social policy,62007CJ037862011CJ0251,Semantic,Word Mover's Distance,Law2Vec Embeddings
4354,62007CJ0378,62004CJ0053,Law2Vec-200-WMD,True,social policy,62007CJ037862004CJ0053,Semantic,Word Mover's Distance,Law2Vec Embeddings
4355,62007CJ0378,62004CJ0222,GoogleNews_300,False,social policy,62007CJ037862004CJ0222,Semantic,Cosine Similarity,GoogleNews Embeddings
4356,62007CJ0378,62009CJ0552,GoogleNews_300,False,social policy,62007CJ037862009CJ0552,Semantic,Cosine Similarity,GoogleNews Embeddings
4357,62007CJ0378,62005CJ0032,GoogleNews_300,False,social policy,62007CJ037862005CJ0032,Semantic,Cosine Similarity,GoogleNews Embeddings
4358,62007CJ0378,62006CJ0487,GoogleNews_300,False,social policy,62007CJ037862006CJ0487,Semantic,Cosine Similarity,GoogleNews Embeddings
4359,62007CJ0378,62006CJ0279,GoogleNews_300,False,social policy,62007CJ037862006CJ0279,Semantic,Cosine Similarity,GoogleNews Embeddings
4360,62007CJ0378,62004CJ0212,GoogleNews-300-WMD,True,social policy,62007CJ037862004CJ0212,Semantic,Word Mover's Distance,GoogleNews Embeddings
4361,62007CJ0378,62013CJ0362,GoogleNews-300-WMD,True,social policy,62007CJ037862013CJ0362,Semantic,Word Mover's Distance,GoogleNews Embeddings
4362,62007CJ0378,62011CJ0251,GoogleNews-300-WMD,True,social policy,62007CJ037862011CJ0251,Semantic,Word Mover's Distance,GoogleNews Embeddings
4363,62007CJ0378,62005CJ0307,GoogleNews-300-WMD,True,social policy,62007CJ037862005CJ0307,Semantic,Word Mover's Distance,GoogleNews Embeddings
4364,62007CJ0378,62010CJ0586,GoogleNews-300-WMD,True,social policy,62007CJ037862010CJ0586,Semantic,Word Mover's Distance,GoogleNews Embeddings
4365,62007CJ0270,62007CJ0309,tfidf-quintgram-nostem,True,public health,62007CJ027062007CJ0309,Syntactic,Index,TF-IDF Quintgrams
4366,62007CJ0270,62001CJ0423,tfidf-quintgram-nostem,False,public health,62007CJ027062001CJ0423,Syntactic,Index,TF-IDF Quintgrams
4367,62007CJ0270,62004CJ0275,tfidf-quintgram-nostem,True,public health,62007CJ027062004CJ0275,Syntactic,Index,TF-IDF Quintgrams
4368,62007CJ0270,62003CJ0378,tfidf-quintgram-nostem,False,public health,62007CJ027062003CJ0378,Syntactic,Index,TF-IDF Quintgrams
4369,62007CJ0270,62000CJ0363,tfidf-quintgram-nostem,True,public health,62007CJ027062000CJ0363,Syntactic,Index,TF-IDF Quintgrams
4370,62007CJ0270,62007CJ0309,tfidf-nostem,True,public health,62007CJ027062007CJ0309,Syntactic,Index,TF-IDF
4371,62007CJ0270,62000CJ0284,tfidf-nostem,True,public health,62007CJ027062000CJ0284,Syntactic,Index,TF-IDF
4372,62007CJ0270,61997CJ0374,tfidf-nostem,True,public health,62007CJ027061997CJ0374,Syntactic,Index,TF-IDF
4373,62007CJ0270,61991CJ0156,tfidf-nostem,False,public health,62007CJ027061991CJ0156,Syntactic,Index,TF-IDF
4374,62007CJ0270,62001CJ0423,tfidf-nostem,False,public health,62007CJ027062001CJ0423,Syntactic,Index,TF-IDF
4375,62007CJ0270,62005CJ0259,law2vec_200,False,public health,62007CJ027062005CJ0259,Semantic,Cosine Similarity,Law2Vec Embeddings
